SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGY,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
69015,7,2,1,0,1,2,2,1,,2,,,1,1,,,,,,2,1,2,1,2,2,,,,,7328.080818,7255.659238,2,102,15,15,2.43,7,7,3,2,0,1,28,2,5,1,4
69016,7,2,2,13,,4,4,1,13,159,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,14166.68743,14745.1714,1,100,1,1,0,4,4,1,2,0,2,35,1,2,5,
69017,7,2,1,58,,4,4,2,,,2,,2,2,7,,5,1,,1,2,2,1,2,2,,,,,16695.74324,21107.49208,3,90,12,12,,2,2,0,0,0,2,56,2,4,1,5
69018,7,2,1,39,,4,4,2,,,2,,1,1,,,2,6,,1,2,2,1,2,2,1,2,2,1,16058.9896,16964.61034,2,97,2,2,0.21,7,7,2,3,0,2,32,1,4,5,
69019,7,2,2,44,,3,3,2,,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,138322.7676,151356.7951,1,101,13,13,,2,2,0,0,0,1,40,1,2,1,3
69020,7,2,1,42,,1,1,1,,,2,,2,1,8,,4,1,,1,2,2,1,2,2,1,2,2,1,35551.99285,35164.64349,3,91,15,14,4.03,5,4,2,0,0,1,42,2,4,1,5
69021,7,2,1,18,,1,1,1,18,220,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,27186.26548,27336.51239,1,95,4,4,0.68,5,5,0,1,0,2,38,2,3,4,
69022,7,2,2,48,,3,3,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,42424.58775,44729.77464,2,102,4,4,1.16,2,2,0,0,0,1,48,1,4,1,4
69023,7,2,2,7,,5,7,1,7,90,,,1,1,,1,,,,1,1,2,1,2,2,,,,,14676.90335,14493.49914,1,102,5,5,1.27,3,3,0,2,0,2,38,1,2,3,
69024,7,2,1,65,,4,4,2,,,1,1,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,11764.40549,12074.42466,1,97,4,4,1.34,1,1,0,0,1,1,65,1,5,3,
69025,7,2,1,60,,1,1,1,,,2,,2,2,6,,1,1,,2,2,2,2,2,2,2,2,2,2,11937.57081,12597.63378,2,96,5,5,0.68,6,6,0,3,2,1,60,2,1,1,1
69026,7,2,2,1,19,1,1,1,,19,,,1,1,,,,,,2,1,2,2,2,2,,,,,9469.751474,10066.75566,1,102,13,13,,6,6,1,2,0,2,36,2,4,6,
69027,7,2,1,37,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,96536.93194,99301.79931,2,91,15,15,4.2,6,6,2,0,2,1,63,1,1,1,3
69028,7,2,1,0,5,1,1,1,,6,,,1,1,,,,,,1,1,2,2,2,2,,,,,7757.493251,8192.524698,3,92,8,8,1.45,6,6,2,0,0,2,58,2,5,1,9
69029,7,2,2,6,,4,4,2,6,79,,,1,1,,0,,,,1,1,2,1,2,2,,,,,7631.175557,7797.231767,1,93,1,1,0.02,5,5,0,4,0,2,36,,,5,
69030,7,1,1,36,,3,3,,,,2,,1,1,,,4,6,,1,2,2,1,2,2,,,,,22188.83674,0,1,101,13,13,,3,3,1,0,0,2,20,1,2,6,
69031,7,2,1,22,,5,6,1,,,2,,2,2,2,,3,5,,1,2,2,1,2,2,1,2,2,3,15196.92397,17064.88875,2,101,9,6,2.3,4,1,0,0,0,1,22,2,3,5,
69032,7,2,2,64,,1,1,1,,,2,,2,7,77,,1,2,,2,2,2,1,2,2,,,,,6287.91334,6572.718606,2,92,12,12,,7,7,0,1,2,2,64,2,1,2,
69033,7,2,1,2,,3,3,2,2,33,,,1,1,,,,,,1,1,2,1,2,2,,,,,50064.9774,56868.76977,1,95,14,14,2.98,5,5,1,2,0,1,33,1,4,1,5
69034,7,2,1,33,,2,2,1,,,2,,2,2,5,,2,6,,2,2,2,1,2,2,2,2,1,2,36418.96253,36838.50253,2,93,4,4,0.56,5,5,0,2,0,1,37,,,1,1
69035,7,2,1,68,,3,3,2,,,1,2,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,121588.7616,120347.6305,1,91,14,14,5,2,2,0,0,2,1,68,1,4,1,4
69036,7,2,1,76,,4,4,1,,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,,8764.234393,9213.337166,2,98,77,77,,2,2,0,0,2,2,70,1,3,1,2
69037,7,2,1,41,,1,1,1,,,2,,2,1,4,,2,1,,2,2,2,2,2,2,1,2,2,2,37402.70356,39181.23658,2,102,15,15,5,3,3,1,0,0,1,41,2,2,1,5
69038,7,2,2,29,,3,3,1,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,99381.89102,103468.3092,2,92,15,15,5,2,1,0,0,0,2,29,1,5,1,
69039,7,1,1,39,,3,3,,,,2,,1,1,,,4,5,,1,2,2,1,2,2,,,,,83081.99261,0,2,92,15,15,5,2,1,0,0,0,1,41,1,4,5,
69040,7,2,2,46,,3,3,1,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,92399.9147,92845.29628,2,92,15,15,5,5,5,0,3,0,2,46,1,5,1,5
69041,7,2,1,8,,4,4,1,8,101,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,10311.16578,10516.17385,2,98,4,4,1.29,2,2,0,1,0,2,27,1,2,5,
69042,7,2,1,33,,2,2,2,,,2,,2,1,6,,3,6,,2,2,2,1,2,2,1,2,2,1,43108.74283,43605.34791,2,91,7,7,1.29,6,6,2,2,0,1,33,2,3,6,
69043,7,2,1,5,,5,6,2,5,64,,,1,1,,,,,,1,1,2,1,2,2,,,,,4526.77644,4888.797036,3,90,12,12,,5,5,1,2,0,1,37,2,5,1,5
69044,7,2,2,0,8,2,2,2,,9,,,1,1,,,,,,1,1,2,,,,,,,,7135.777159,7112.267328,1,90,7,7,1.56,4,4,1,1,0,2,37,1,2,77,
69045,7,2,2,65,,2,2,2,,,2,,2,1,8,,4,1,,2,2,2,1,2,2,1,2,2,2,13676.98415,14509.7618,2,91,8,8,3.3,2,2,0,0,2,1,65,,,1,4
69046,7,2,1,3,,5,6,2,3,47,,,1,1,,,,,,1,1,2,1,2,2,,,,,8402.098771,9423.873047,3,91,7,7,2.16,3,3,1,0,1,2,36,2,5,1,
69047,7,2,2,61,,3,3,2,,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,98514.94829,98181.67724,1,99,15,15,5,2,2,0,0,2,1,73,1,4,1,5
69048,7,2,2,11,,3,3,1,11,143,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,18800.96526,18551.29627,1,94,6,6,1.26,5,5,0,2,0,2,38,1,4,1,
69049,7,2,1,71,,4,4,2,,,2,,1,1,,,3,1,,1,1,2,1,2,2,1,1,2,,10776.44257,10987.52871,1,96,7,7,1,7,7,2,1,1,2,53,1,4,1,3
69050,7,2,2,1,22,3,3,2,,23,,,1,1,,,,,,1,1,2,1,2,2,,,,,39879.89137,42381.1464,1,91,14,14,3.06,5,5,2,0,0,2,30,1,5,1,5
69051,7,2,2,5,,3,3,2,5,62,,,1,1,,,,,,1,1,2,1,2,2,,,,,51483.62455,53105.56666,1,94,15,15,5,4,4,2,0,0,1,51,2,5,1,5
69052,7,1,2,40,,3,3,,,,2,,1,1,,,4,1,3,1,2,2,1,2,2,,,,,115926.4026,0,1,101,15,15,5,4,4,0,2,0,2,40,1,4,1,3
69053,7,2,2,43,,2,2,2,,,2,,2,1,1,,3,6,2,2,2,2,2,2,2,2,2,2,2,34503.93519,34683.87027,2,91,12,12,,5,5,0,1,1,2,43,2,3,6,
69054,7,2,1,43,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,19633.63705,21699.35847,2,95,5,5,1.05,3,3,0,1,0,1,43,1,3,1,2
69055,7,2,2,28,,2,2,1,,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,53638.26064,56251.20654,2,96,7,7,2.38,2,2,0,0,0,1,29,1,3,1,4
69056,7,2,1,39,,5,6,2,,,2,,2,1,3,,5,1,,1,2,2,1,2,2,1,2,2,1,13593.59406,14525.99682,2,90,5,5,1.08,3,3,0,1,0,2,29,2,4,1,5
69057,7,2,2,39,,1,1,1,,,2,,2,7,77,,4,1,2,2,2,2,1,2,2,,,,,29148.35455,28361.87071,2,92,12,12,,7,7,0,1,2,2,64,2,1,2,
69058,7,2,1,43,,1,1,1,,,2,,2,2,6,,1,6,,2,2,1,1,2,2,,,,,37324.65591,39220.85666,1,102,5,5,0.86,5,5,2,0,0,2,21,2,2,5,
69059,7,2,1,2,,4,4,2,2,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,5662.231921,6243.536586,1,99,13,13,,4,4,1,0,0,2,26,1,4,4,
69060,7,2,1,20,,3,3,2,,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,137038.7462,146586.433,2,101,3,3,0.92,2,1,0,0,0,1,21,1,4,5,
69061,7,2,2,49,,3,3,1,,,2,,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,26105.2751,26256.72384,1,98,9,9,4.03,2,2,0,1,0,2,49,1,5,3,
69062,7,2,2,70,,5,6,2,,,2,,2,1,6,,3,2,,1,2,1,1,2,1,1,2,1,,10831.9954,11374.88163,3,90,77,77,,4,4,0,0,2,1,69,2,5,2,
69063,7,2,1,2,,1,1,2,2,34,,,1,1,,,,,,2,1,2,1,2,2,,,,,10803.55568,11221.22252,2,91,6,6,1,6,6,1,3,0,2,35,2,2,1,1
69064,7,2,2,6,,4,4,1,6,81,,,1,1,,1,,,,1,1,2,1,2,2,,,,,11195.06559,11390.35538,2,96,2,2,0.31,4,4,0,2,0,2,30,,,6,
69065,7,2,1,28,,5,6,2,,,2,,2,2,2,,5,6,,1,2,2,1,2,2,1,2,2,1,14313.34597,15171.9498,3,91,15,6,2.75,2,1,0,0,0,2,30,,,6,
69066,7,2,1,74,,3,3,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,60942.5685,64726.72211,1,94,9,9,3.97,2,2,0,0,2,1,74,1,4,1,4
69067,7,2,1,53,,5,6,1,,,2,,2,2,77,,5,1,,1,2,2,1,2,2,1,2,2,1,16590.07498,17115.36835,1,92,12,12,,4,4,0,1,0,1,53,2,5,1,4
69068,7,2,2,39,,5,6,2,,,2,,2,1,6,,5,1,1,1,2,2,1,2,2,1,2,2,1,16614.86537,17238.21833,3,91,15,15,5,3,3,1,0,0,2,39,2,5,1,5
69069,7,2,1,11,,4,4,1,11,136,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,10269.19121,10473.36473,2,102,5,5,0.67,6,6,0,4,0,2,33,1,2,6,
69070,7,2,2,4,,5,6,2,4,49,,,1,1,,,,,,2,1,2,2,2,2,,,,,6683.092466,6676.033575,3,91,6,6,1.34,4,4,1,1,0,1,36,2,4,1,
69071,7,2,1,4,,5,6,2,4,57,,,1,1,,,,,,1,1,2,1,2,2,,,,,7580.437211,8294.186048,2,92,12,12,,7,7,2,4,0,1,54,2,2,1,5
69072,7,1,2,0,3,5,6,,,,,,1,1,,,,,,1,1,2,1,2,2,,,,,6440.205112,0,2,103,14,14,3.86,4,4,2,0,0,2,37,2,5,1,
69073,7,2,2,3,,5,6,1,3,44,,,2,2,1,,,,,1,1,2,1,2,2,,,,,8052.137959,8043.633038,1,100,7,7,2.2,3,3,1,0,0,2,28,2,2,1,3
69074,7,2,1,19,,1,1,2,19,237,2,,2,2,4,15,,,,1,2,2,1,2,2,1,2,2,1,26704.18734,28443.71289,1,95,9,9,2.46,4,4,0,0,0,1,42,2,2,1,3
69075,7,2,1,2,,4,4,2,2,25,,,1,1,,,,,,1,1,2,1,2,2,,,,,5163.141902,5376.483607,2,99,13,13,,5,5,2,0,0,2,21,1,3,5,
69076,7,2,1,18,,3,3,1,18,220,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,24446.63209,24751.36019,1,94,4,4,0.79,3,3,0,1,0,1,49,1,2,3,
69077,7,2,2,58,,1,1,1,,,2,,1,1,,,2,3,,1,2,2,1,2,2,,,,,35630.22784,37045.26903,2,102,6,6,2.75,1,1,0,0,0,2,58,1,2,3,
69078,7,2,2,59,,2,2,2,,,2,,2,1,7,,5,5,,1,2,2,1,2,2,1,2,2,1,27617.03855,29182.27841,1,93,14,14,5,2,2,0,0,0,2,59,2,5,5,
69079,7,2,1,32,,3,3,1,,,2,,1,1,,,5,5,,1,2,2,1,2,2,1,2,2,1,18683.62816,19333.38941,1,98,5,4,1.7,3,1,0,0,0,1,32,1,5,5,
69080,7,2,1,16,,4,4,1,16,202,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,17606.16599,18413.2114,2,101,4,4,0.86,3,3,0,1,0,2,18,1,2,,
69081,7,2,2,23,,4,4,1,,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,15992.13339,15205.50522,2,95,15,15,3.85,7,7,0,3,1,2,62,1,4,2,
69082,7,2,1,8,,1,1,2,8,97,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,14134.67403,14215.81876,1,96,8,8,2.62,3,3,0,1,0,1,41,2,3,1,5
69083,7,2,1,14,,3,3,2,14,171,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,20051.63358,19994.1744,2,97,5,5,0.84,5,5,0,2,0,2,33,1,4,1,3
69084,7,2,1,2,,4,4,1,2,29,,,1,1,,,,,,1,1,2,1,2,2,,,,,10232.67967,10545.22624,2,101,1,1,0.21,4,4,1,2,0,2,26,1,3,5,
69085,7,2,2,49,,2,2,1,,,2,,2,1,4,,2,5,,2,2,2,1,2,2,1,2,2,2,28065.58751,28753.95901,2,93,4,4,0.56,5,5,0,0,0,2,49,2,2,5,
69086,7,2,2,25,,3,3,1,,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,104934.7258,111516.1317,2,98,10,10,4.42,2,2,0,0,0,1,25,1,5,1,5
69087,7,2,2,15,,3,3,2,15,189,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,36586.37171,39087.78226,1,98,3,3,0.5,5,5,0,3,0,2,56,1,3,3,
69088,7,2,2,67,,2,2,1,,,2,,2,1,8,,4,1,,2,2,2,1,2,2,2,2,2,2,10614.1419,11057.12801,2,93,4,4,0.99,2,2,0,0,2,1,72,2,3,1,4
69089,7,2,1,61,,4,4,2,,,2,,1,1,,,5,3,,1,2,2,1,2,2,,,,,12170.07465,12490.78413,1,97,9,7,3.36,2,1,0,0,1,1,61,1,5,3,
69090,7,2,1,2,,3,3,2,2,26,,,1,1,,,,,,1,1,2,1,2,2,,,,,20538.7673,24065.98523,2,95,3,3,0.52,3,3,1,0,0,1,37,1,4,1,4
69091,7,2,1,52,,3,3,2,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,132969.6426,135979.4035,2,94,8,8,4.59,1,1,0,0,0,1,52,1,3,3,
69092,7,2,2,0,4,3,3,2,,5,,,1,1,,,,,,1,1,2,1,2,2,,,,,16423.15136,17405.0283,1,99,15,15,5,3,3,1,0,0,2,31,1,5,1,5
69093,7,2,1,16,,5,6,2,16,201,,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,9099.599144,9725.105491,1,90,9,9,2.6,4,4,0,1,0,2,49,2,2,1,5
69094,7,2,1,3,,3,3,1,3,42,,,1,1,,,,,,1,1,2,1,2,2,,,,,21357.82181,24096.69866,2,96,3,3,0.53,5,5,3,0,0,2,26,1,4,1,4
69095,7,2,1,1,14,1,1,1,,15,,,1,1,,,,,,1,1,2,1,2,2,,,,,12387.68972,13272.51551,1,94,6,6,1.3,4,4,2,0,0,1,24,2,1,1,4
69096,7,1,1,12,,4,4,,,,,,1,1,,4,,,,1,1,2,1,2,2,,,,,13731.62555,0,1,100,8,8,1.95,4,4,0,2,0,2,42,1,4,1,4
69097,7,2,1,31,,2,2,2,,,2,,2,2,4,,2,1,,2,2,2,1,2,2,2,2,2,2,36946.69769,39295.80345,1,98,3,3,0.4,7,7,2,3,0,2,31,2,5,1,2
69098,7,2,1,14,,1,1,1,14,178,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,18242.83249,18343.65286,1,102,6,6,1.34,4,4,0,1,0,2,48,2,3,1,1
69099,7,2,1,6,,4,4,2,6,82,,,1,1,,1,,,,1,1,2,1,2,2,,,,,9399.447563,9986.021526,2,90,7,7,1.61,4,4,1,1,1,2,65,1,3,2,
69100,7,1,2,77,,4,4,,,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,14125.50599,0,1,99,14,14,5,2,2,0,0,2,1,79,,,1,5
69101,7,2,1,58,,2,2,2,,,2,,2,2,5,,1,4,,2,2,2,2,2,2,2,2,2,2,25042.84631,24675.38114,1,93,14,6,2.94,5,1,1,0,0,2,22,2,1,6,
69102,7,2,2,61,,2,2,2,,,2,,2,1,8,,3,1,,1,2,2,1,2,2,2,2,2,2,5852.076897,6537.978856,2,90,7,7,0.89,7,7,1,3,3,1,60,2,3,1,3
69103,7,2,1,22,,4,4,1,,,2,,1,1,,,1,5,,1,2,2,1,2,2,1,2,2,1,16995.64806,16598.64568,2,100,3,3,0.27,7,7,2,1,0,2,41,1,2,5,
69104,7,2,1,5,,1,1,2,5,66,,,1,1,,,,,,2,1,2,2,2,2,,,,,14993.47836,14600.44632,1,97,6,3,0.63,7,3,2,1,0,1,29,2,2,1,1
69105,7,2,1,55,,2,2,1,,,2,,2,2,3,,1,5,,2,2,2,2,2,2,1,2,2,2,37557.94619,37006.84123,2,102,5,5,1.08,3,3,0,0,0,1,55,2,1,5,
69106,7,2,2,0,8,5,7,2,,8,,,1,1,,,,,,1,1,2,1,2,2,,,,,7434.184594,7384.233557,1,93,15,15,5,3,3,1,0,0,2,34,1,5,1,5
69107,7,2,1,69,,4,4,1,,,2,,1,1,,,3,3,,1,2,2,1,2,2,,,,,7323.703412,7380.991723,2,100,4,4,0.97,3,3,0,0,3,2,80,1,5,2,
69108,7,2,1,30,,3,3,2,,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,20891.98083,22154.8807,2,97,5,5,1.08,3,3,0,0,0,1,38,1,4,5,
69109,7,2,1,1,19,1,1,1,,19,,,1,1,,,,,,2,1,2,1,2,2,,,,,11793.94846,12249.90401,1,100,5,5,0.65,6,6,1,2,0,1,32,2,2,1,2
69110,7,2,2,56,,1,1,1,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,24870.51399,25282.53736,2,98,8,8,3.06,2,2,0,1,0,2,56,1,3,3,
69111,7,2,1,9,,3,3,2,9,110,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,40950.55605,42121.52449,2,95,15,15,4.77,4,4,0,2,0,2,36,1,4,1,5
69112,7,2,2,23,,5,6,1,,,2,,2,2,1,,4,5,2,1,2,2,1,2,2,,,,,16929.83623,18556.49847,2,101,4,3,1.1,2,1,0,0,0,2,23,2,4,5,
69113,7,2,2,8,,3,3,1,8,97,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,51531.40207,50847.08652,1,94,6,6,1.57,3,3,0,1,0,2,28,1,4,1,4
69114,7,2,2,37,,3,3,2,,,2,,1,1,,,3,1,2,1,2,2,,,,,,,,84761.90563,91116.0135,1,95,,,,5,5,0,2,0,2,37,1,3,1,
69115,7,2,1,79,,4,4,1,,,2,,1,1,,,1,2,,1,2,2,1,2,2,1,2,2,,8517.336599,8684.171961,2,100,4,4,1.02,2,2,0,0,1,1,79,1,1,2,
69116,7,2,1,14,,3,3,2,14,170,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,88198.94843,91036.75129,1,98,10,10,3.04,4,4,0,2,0,2,47,1,4,1,3
69117,7,2,1,28,,4,4,2,,,2,,2,1,6,,4,5,,1,2,2,1,2,2,1,2,2,1,21399.45946,20960.97324,1,90,15,15,4.34,4,4,0,0,1,1,62,2,5,1,3
69118,7,2,1,11,,5,6,2,11,133,,,1,1,,4,,,,1,1,2,1,2,1,1,2,2,,4852.395137,5120.382571,1,99,6,6,1.07,6,6,2,1,2,1,44,2,5,4,
69119,7,2,1,16,,4,4,1,16,203,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,15008.40037,15566.53035,1,100,7,7,2.78,2,2,0,1,0,2,37,2,4,5,
69120,7,2,2,39,,4,4,2,,,2,,2,2,3,,4,1,2,1,2,2,1,2,2,1,2,2,1,27303.80358,27591.61411,1,96,3,3,0.43,4,4,1,1,0,2,39,2,4,1,3
69121,7,2,2,5,,5,7,2,5,61,,,1,1,,,,,,1,1,2,1,2,2,,,,,27257.16473,28966.72607,1,92,3,3,0.46,5,5,2,1,0,1,30,1,3,1,2
69122,7,2,1,16,,4,4,2,16,197,,,1,1,,10,,,,1,2,2,1,2,2,1,2,2,1,10732.72913,10991.60337,3,90,10,10,3.67,3,3,0,1,0,2,52,2,3,5,
69123,7,2,2,63,,3,3,1,,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,128590.4154,131137.82,1,102,15,15,5,2,2,0,0,2,2,63,1,4,1,4
69124,7,2,2,19,,5,6,2,20,,2,,2,2,2,15,,,,1,2,2,1,2,2,1,2,2,1,10353.07039,10520.51812,2,101,5,3,1.1,2,1,0,0,0,1,29,2,4,1,
69125,7,2,2,49,,3,3,2,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,133853.8005,137185.2658,3,91,5,5,1.93,1,1,0,0,0,2,49,1,3,3,
69126,7,2,1,3,,3,3,1,3,47,,,1,1,,,,,,1,1,2,1,2,2,,,,,77607.20568,90935.0517,1,98,6,6,1.31,3,3,1,0,0,1,30,1,5,1,5
69127,7,2,1,8,,3,3,1,8,97,,,1,1,,1,,,,1,1,2,1,2,2,1,2,2,1,54897.89268,58386.01464,2,98,7,7,1.61,4,4,1,1,0,1,43,,,6,
69128,7,2,1,8,,4,4,1,8,97,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,9184.716222,9199.031651,1,102,1,1,0,5,5,0,3,0,2,41,1,4,1,4
69129,7,2,1,18,,2,2,1,18,225,2,,2,2,2,66,,,,2,2,2,2,2,2,1,2,2,2,22721.24326,22896.45941,2,102,8,8,1.09,7,7,1,3,0,2,33,2,1,6,
69130,7,2,1,47,,3,3,2,,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,31540.02266,39899.11302,2,91,3,3,0.86,2,2,0,0,0,2,41,1,4,1,3
69131,7,2,2,25,,5,7,1,,,2,,1,1,,,3,5,2,1,2,2,1,2,2,1,2,2,1,22941.69879,22487.75992,2,96,5,5,1.08,3,3,0,0,0,1,50,1,3,1,4
69132,7,2,1,6,,4,4,2,6,78,,,1,1,,0,,,,1,1,2,1,2,2,,,,,11277.5941,11665.00963,1,90,5,5,0.74,5,5,0,2,0,2,18,1,4,,
69133,7,2,2,1,20,4,4,2,,21,,,1,1,,,,,,1,1,2,1,2,2,,,,,7623.406054,7742.751523,1,97,4,4,0.46,7,7,3,3,0,2,31,1,3,1,
69134,7,2,2,2,,4,4,2,2,35,,,1,1,,,,,,1,1,2,1,2,2,,,,,5687.793894,6002.477845,2,90,8,5,1.36,5,2,2,0,0,2,25,2,3,5,
69135,7,1,1,40,,5,6,,,,2,,1,1,,,5,1,,1,2,2,1,2,2,,,,,17210.95349,0,1,91,15,15,5,5,5,2,1,0,1,40,1,5,1,5
69136,7,2,2,36,,1,1,1,,,2,,2,2,4,,4,6,2,2,2,2,2,2,2,1,2,2,2,36453.84682,35470.24545,1,102,13,13,,6,6,1,2,0,2,36,2,4,6,
69137,7,2,1,56,,4,4,2,,,2,,2,2,8,,4,1,,1,2,2,1,2,2,,,,,15760.9214,15756.79582,3,90,15,15,5,4,4,0,0,0,1,56,2,4,1,5
69138,7,2,2,16,,3,3,1,16,195,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,71832.57828,73443.76079,1,92,8,8,1.45,6,6,1,3,0,1,36,1,3,1,4
69139,7,2,2,17,,2,2,1,17,209,2,,1,1,,11,,,,1,2,2,2,2,2,,,,,27070.67938,27847.54398,1,92,6,6,0.93,5,5,0,2,0,1,47,2,1,1,1
69140,7,2,1,80,,3,3,1,,,1,1,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,,44862.41765,53799.51702,1,92,7,7,2.64,2,2,0,0,2,1,80,1,3,1,3
69141,7,2,1,80,,4,4,1,,,1,1,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,,8497.912951,8999.288803,1,96,6,6,1.82,2,2,0,0,2,1,80,1,1,1,9
69142,7,2,1,72,,3,3,2,,,1,2,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,,38226.0705,39676.32776,1,99,9,9,5,1,1,0,0,1,1,72,1,5,2,
69143,7,2,2,10,,4,4,1,10,130,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,7489.549692,8064.290136,2,100,8,8,1.1,7,7,3,3,0,2,58,1,3,5,
69144,7,2,2,71,,2,2,2,,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,,14936.7849,17875.8731,2,94,5,5,2.2,1,1,0,0,1,2,71,1,3,2,
69145,7,2,1,18,,1,1,1,18,217,2,,1,1,,66,,,,1,2,2,1,2,2,1,2,2,1,15469.66606,15805.71937,2,92,12,12,,7,7,0,1,2,2,64,2,1,2,
69146,7,2,1,41,,5,7,2,,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,28361.11353,28406.77171,1,97,8,8,4.7,1,1,0,0,0,1,41,1,3,3,
69147,7,2,1,39,,5,6,2,,,2,,2,2,4,,5,1,,1,2,2,1,2,1,1,2,2,1,17605.61998,18470.69999,3,91,15,15,5,3,3,0,1,0,2,40,2,5,1,5
69148,7,2,1,5,,3,3,2,5,66,,,1,1,,,,,,1,1,2,1,2,2,,,,,73006.11982,83450.01365,1,101,6,6,0.97,7,7,2,1,0,1,43,1,2,1,
69149,7,2,1,62,,4,4,2,,,1,1,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,7791.74373,7821.068134,1,91,7,7,3.54,1,1,0,0,1,1,62,1,3,3,
69150,7,2,2,6,,4,4,2,6,77,,,1,1,,0,,,,1,1,2,1,2,2,,,,,8757.841043,9104.895674,2,101,5,5,1.03,4,4,1,1,0,2,31,1,3,5,
69151,7,2,1,57,,3,3,2,,,1,1,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,119599.3078,123574.2673,1,93,15,15,4.59,4,4,0,1,0,1,57,1,5,1,5
69152,7,2,1,21,,4,4,2,,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,17420.97841,17743.99053,2,97,3,3,0.82,2,2,0,0,0,1,24,1,3,5,
69153,7,2,1,10,,4,4,2,10,124,,,2,1,3,4,,,,1,1,2,1,2,2,1,2,2,1,10229.20677,10406.65699,1,96,9,9,2.78,4,4,0,2,0,1,54,2,5,4,
69154,7,2,1,66,,3,3,2,,,1,1,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,29999.54343,32474.67376,2,91,2,2,0.56,1,1,0,0,1,1,66,1,3,3,
